Unnamed: 0,projectID,condition,reference_condition,title,geo_accession,status,submission_date,last_update_date
GSM281815,106891,pmtA_mutant_strain,wild-type,"Bradyrhizobium japonicum pmtA mutant strain 5569, rep_3",GSM281815,Public on Apr 17 2008,Apr 16 2008,Apr 16 2008
GSM281816,106891,pmtA_mutant_strain,wild-type,"Bradyrhizobium japonicum pmtA mutant strain 5569, rep_4",GSM281816,Public on Apr 17 2008,Apr 16 2008,Apr 16 2008
GSM281817,106891,pmtA_mutant_strain,wild-type,"Bradyrhizobium japonicum pmtA mutant strain 5569, rep_5",GSM281817,Public on Apr 17 2008,Apr 16 2008,Apr 16 2008
GSM281818,106891,wild-type,wild-type,"Bradyrhizobium japonicum wild-type strain USDA110spc4, rep_1",GSM281818,Public on Apr 17 2008,Apr 16 2008,Apr 16 2008
GSM281819,106891,wild-type,wild-type,"Bradyrhizobium japonicum wild-type strain USDA110spc4, rep_2",GSM281819,Public on Apr 17 2008,Apr 16 2008,Apr 16 2008
GSM281820,106891,wild-type,wild-type,"Bradyrhizobium japonicum wild-type strain USDA110spc4, rep_3",GSM281820,Public on Apr 17 2008,Apr 16 2008,Apr 16 2008
GSM281821,106891,wild-type,wild-type,"Bradyrhizobium japonicum wild-type strain USDA110spc4, rep_4",GSM281821,Public on Apr 17 2008,Apr 16 2008,Apr 16 2008
GSM281822,106891,wild-type,wild-type,"Bradyrhizobium japonicum wild-type strain USDA110spc4, rep_5",GSM281822,Public on Apr 17 2008,Apr 16 2008,Apr 16 2008
GSM556948,127623,6498_nodules_soybean_21,110spc4_VMM_exponential,6498 nodules soybean 21 Days 1,GSM556948,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556949,127623,6498_nodules_soybean_21,110spc4_VMM_exponential,6498 nodules soybean 21 Days 2,GSM556949,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556950,127623,6498_nodules_soybean_21,110spc4_VMM_exponential,6498 nodules soybean 21 Days 3,GSM556950,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556952,127623,110spc4_nodules_soybean_21,110spc4_VMM_exponential,110spc4 nodules soybean 21 Days 2,GSM556952,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556953,127623,110spc4_nodules_soybean_21,110spc4_VMM_exponential,110spc4 nodules soybean 21 Days 3,GSM556953,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556961,127623,110spc4_VMM_exponential,110spc4_VMM_exponential,110spc4 VMM exponential phase 1,GSM556961,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556962,127623,110spc4_VMM_exponential,110spc4_VMM_exponential,110spc4 VMM exponential phase 2,GSM556962,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556963,127623,110spc4_VMM_exponential,110spc4_VMM_exponential,110spc4 VMM exponential phase 3,GSM556963,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556965,127623,6498_VMM _exponential,110spc4_VMM_exponential,6498 VMM  exponential phase 1,GSM556965,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556966,127623,6498_VMM _exponential,110spc4_VMM_exponential,6498 VMM exponential phase 2,GSM556966,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020
GSM556915,127741,heat_shock_basis_klang_N15_28,basis_stress_mg270605_wtn,heat shock basis klang_R15_28,GSM556915,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556916,127741,heat_shock_basis_klang_N15_28,basis_stress_mg270605_wtn,heat shock basis klang_T15_28,GSM556916,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556921,127741,basis_stress_mg270605_wtn,basis_stress_mg270605_wtn,basis stress klang_wtA-,GSM556921,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556922,127741,basis_stress_mg270605_wtn,basis_stress_mg270605_wtn,basis stress mg_220506_wt_n8-,GSM556922,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556923,127741,basis_stress_mg270605_wtn,basis_stress_mg270605_wtn,basis stress mg270605_wtn7-,GSM556923,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556924,127741,basis_stress_mg270605_wtn,basis_stress_mg270605_wtn,basis stress mg270605_wtp7-,GSM556924,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556925,127741,basis_stress_mg270605_wtn,basis_stress_mg270605_wtn,basis stress mg270605_wtp8-,GSM556925,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556929,127741,salt_stress,basis_stress_mg270605_wtn,salt stress klang_NaCl2,GSM556929,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556930,127741,salt_stress,basis_stress_mg270605_wtn,salt stress klang_NaCl3,GSM556930,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556932,127741,salt_stress,basis_stress_mg270605_wtn,salt stress Ir070807_nacl_kathrin,GSM556932,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556933,127741,pH4_klang,basis_stress_mg270605_wtn,pH 4 klang_O4,GSM556933,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556934,127741,pH4_klang,basis_stress_mg270605_wtn,pH 4 klang_P4,GSM556934,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556935,127741,pH4_klang,basis_stress_mg270605_wtn,pH 4 klang_Q4,GSM556935,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556936,127741,pH8_klang,basis_stress_mg270605_wtn,pH 8 klang_B8,GSM556936,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556937,127741,pH8_klang,basis_stress_mg270605_wtn,pH 8 klang_C8,GSM556937,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM556938,127741,pH8_klang,basis_stress_mg270605_wtn,pH 8 klang_D8,GSM556938,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019
GSM957253,170128,110spc4_micro_PSY,110spc4_micro_PSY,110spc4 micro PSY 1,GSM957253,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957254,170128,110spc4_micro_PSY,110spc4_micro_PSY,110spc4 micro PSY 2,GSM957254,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957255,170128,110spc4_micro_PSY,110spc4_micro_PSY,110spc4 micro PSY 3,GSM957255,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957256,170128,110spc4_micro_2mM_H2O2_10min,110spc4_micro_PSY,110spc4 micro 2mM H2O2 10min PSY 1,GSM957256,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957257,170128,110spc4_micro_2mM_H2O2_10min,110spc4_micro_PSY,110spc4 micro 2mM H2O2 10min PSY 2,GSM957257,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957258,170128,110spc4_micro_2mM_H2O2_10min,110spc4_micro_PSY,110spc4 micro 2mM H2O2 10min PSY 3,GSM957258,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957259,170128,0202_micro_PSY,110spc4_micro_PSY,0202 micro PSY 1,GSM957259,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957260,170128,0202_micro_PSY,110spc4_micro_PSY,0202 micro PSY 2,GSM957260,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957261,170128,0202_micro_PSY,110spc4_micro_PSY,0202 micro PSY 3,GSM957261,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957262,170128,0202_micro_2mM_H2O2_10min_PSY ,110spc4_micro_PSY,0202 micro 2mM H2O2 10min PSY 1,GSM957262,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957263,170128,0202_micro_2mM_H2O2_10min_PSY ,110spc4_micro_PSY,0202 micro 2mM H2O2 10min PSY 2,GSM957263,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957264,170128,0202_micro_2mM_H2O2_10min_PSY ,110spc4_micro_PSY,0202 micro 2mM H2O2 10min PSY 3,GSM957264,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957265,170128,9688_micro_PSY,110spc4_micro_PSY,9688 micro PSY 1,GSM957265,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957266,170128,9688_micro_PSY,110spc4_micro_PSY,9688 micro PSY 2,GSM957266,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957267,170128,9688_micro_PSY,110spc4_micro_PSY,9688 micro PSY 3,GSM957267,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957268,170128,9688_micro_2mM_H2O2_10min_PSY,110spc4_micro_PSY,9688 micro 2mM H2O2 10min PSY 1,GSM957268,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957269,170128,9688_micro_2mM_H2O2_10min_PSY,110spc4_micro_PSY,9688 micro 2mM H2O2 10min PSY 2,GSM957269,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957270,170128,9688_micro_2mM_H2O2_10min_PSY,110spc4_micro_PSY,9688 micro 2mM H2O2 10min PSY 3,GSM957270,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957271,170128,9692_micro_PSY,110spc4_micro_PSY,9692 micro PSY 1,GSM957271,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957272,170128,9692_micro_PSY,110spc4_micro_PSY,9692 micro PSY 2,GSM957272,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM957273,170128,9692_micro_PSY,110spc4_micro_PSY,9692 micro PSY 3,GSM957273,Public on Aug 24 2012,Jul 06 2012,Aug 24 2012
GSM994193,174042,110spc4_aerobic_BVM_minus_copper,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic BVM minus copper 1,GSM994193,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM994194,174042,110spc4_aerobic_BVM_minus_copper,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic BVM minus copper 2,GSM994194,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM994195,174042,110spc4_aerobic_BVM_minus_copper,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic BVM minus copper 3,GSM994195,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM994196,174042,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic 2 micromolar CuSO4 1,GSM994196,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM994197,174042,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic 2 micromolar CuSO4 2,GSM994197,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM994198,174042,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic 2 micromolar CuSO4 3,GSM994198,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM994199,174042,ascorbic_acid,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic 10 micromolar BCS plus 1 millimolar ascorbic acid 1,GSM994199,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM994200,174042,ascorbic_acid,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic 10 micromolar BCS plus 1 millimolar ascorbic acid 2,GSM994200,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM994201,174042,ascorbic_acid,110spc4 aerobic_2_micromolar_CuSO4,110spc4 aerobic 10 micromolar BCS plus 1 millimolar ascorbic acid 3,GSM994201,Public on Oct 01 2012,Aug 28 2012,Oct 01 2012
GSM3747633,540979,110spc4_anoxic_1,110spc4_anoxic_1,110spc4 anoxic 2 (NnrR control),GSM3747633,Public on Aug 22 2019,May 03 2019,Aug 22 2019
GSM3747634,540979,110spc4_anoxic_1,110spc4_anoxic_1,110spc4 anoxic 3 (NnrR control),GSM3747634,Public on Aug 22 2019,May 03 2019,Aug 22 2019
GSM3747636,540979,8678_anoxic,110spc4_anoxic_1,8678 anoxic 2,GSM3747636,Public on Aug 22 2019,May 03 2019,Aug 22 2019
GSM3747637,540979,8678_anoxic,110spc4_anoxic_1,8678 anoxic 3,GSM3747637,Public on Aug 22 2019,May 03 2019,Aug 22 2019
